name,state,country,popularity
São Paio,Guarda,Portugal,699
São Paulo,Guarda,Portugal,6494
São Pedro,Guarda,Portugal,2588
São Pedro da Cadeira,Guarda,Portugal,4452
São Pedro de Rio Seco,Guarda,Portugal,154
São Romão,Guarda,Portugal,0
Sapataria,Guarda,Portugal,3288
Sazes da Beira,Guarda,Portugal,341
Sé,Guarda,Portugal,955
Sebadelhe,Guarda,Portugal,215
Seixas,Guarda,Portugal,312
Seixo do Côa,Guarda,Portugal,0
Sequeira,Guarda,Portugal,28502
Sequeiros,Guarda,Portugal,0
Silveira,Guarda,Portugal,6942
Sobral da Abelheira,Guarda,Portugal,0
Sobral da Serra,Guarda,Portugal,213
Sobral Pichorro,Guarda,Portugal,0
Sobralinho,Guarda,Portugal,4453
Sortelha,Guarda,Portugal,579
Souro Pires,Guarda,Portugal,473
Tamanhos,Guarda,Portugal,175
Teixeira,Guarda,Portugal,144
Terrenho,Guarda,Portugal,0
Terrugem,Guarda,Portugal,4693
Torre do Terrenho,Guarda,Portugal,0
Torres,Guarda,Portugal,0
Touça,Guarda,Portugal,188
Tourais,Guarda,Portugal,0
Travancinha,Guarda,Portugal,0
Turcifal,Guarda,Portugal,3591
Unhos,Guarda,Portugal,10712
Vale da Mula,Guarda,Portugal,160
Vale de Amoreira,Guarda,Portugal,208
Vale de Espinho,Guarda,Portugal,308
Vale de Estrela,Guarda,Portugal,355
Vale do Paraíso,Guarda,Portugal,955
Vale do Seixo,Guarda,Portugal,0
Valezim,Guarda,Portugal,243
Valhelhas,Guarda,Portugal,303
Valverde,Guarda,Portugal,0
Várzea de Meruge,Guarda,Portugal,0
Vela,Guarda,Portugal,423
Velosa,Guarda,Portugal,0
Venda do Pinheiro,Guarda,Portugal,10000
Venda Nova,Guarda,Portugal,37607
Venteira,Guarda,Portugal,20895
Ventosa,Guarda,Portugal,5215
Vermiosa,Guarda,Portugal,360
Vialonga,Guarda,Portugal,21258
Vide,Guarda,Portugal,761
Vide Entre Vinhas,Guarda,Portugal,0
Videmonte,Guarda,Portugal,388
Vila Boa,Guarda,Portugal,238
Vila Boa do Mondego,Guarda,Portugal,0
Vila Cortês do Mondego,Guarda,Portugal,283
Vila Cova à Coelheira,Guarda,Portugal,355
Vila do Touro,Guarda,Portugal,177
Vila Franca das Naves,Guarda,Portugal,0
Vila Franca do Rosário,Guarda,Portugal,0
Vila Garcia,Guarda,Portugal,304
Vila Nova de Tazem,Guarda,Portugal,1469
Vila Ruiva,Guarda,Portugal,380
Vila Verde,Guarda,Portugal,47888
Vila Verde dos Francos,Guarda,Portugal,1049
Vilar,Guarda,Portugal,1565
Vilar de Amargo,Guarda,Portugal,0
Vilar Formoso,Guarda,Portugal,1791
Vilar Maior,Guarda,Portugal,0
Vilar Torpim,Guarda,Portugal,0
Vilares,Guarda,Portugal,0
Vimeiro,Guarda,Portugal,1753
Vinhó,Guarda,Portugal,0
A dos Francos,Leiria,Portugal,1797
Alfeizerão,Leiria,Portugal,3854
Aljubarrota,Leiria,Portugal,6146
Alvorninha,Leiria,Portugal,2646
Amor,Leiria,Portugal,4870
Atouguia da Baleia,Leiria,Portugal,9117
Benedita,Leiria,Portugal,8480
Caranguejeira,Leiria,Portugal,5248
Cela,Leiria,Portugal,3075
Ferrel,Leiria,Portugal,2759
Foz do Arelho,Leiria,Portugal,1339
Louriçal,Leiria,Portugal,5085
Mira,Leiria,Portugal,3775
Monte Real,Leiria,Portugal,5756
Nadadouro,Leiria,Portugal,1962
Pataias,Leiria,Portugal,5510
Pedrógão Grande,Leiria,Portugal,3915
Peniche,Leiria,Portugal,15662
Pombal,Leiria,Portugal,230
Salir de Matos,Leiria,Portugal,2583
Santa Catarina da Serra,Leiria,Portugal,4405
São Martinho do Porto,Leiria,Portugal,2868
Serra de El-Rei,Leiria,Portugal,1401
Souto da Carpalhosa,Leiria,Portugal,4130
Turquel,Leiria,Portugal,4438
Valado de Frades,Leiria,Portugal,3109
Vestiaria,Leiria,Portugal,1258
Vidais,Leiria,Portugal,1040
Vieira de Leiria,Leiria,Portugal,5406
A dos Cunhados,Lisbon,Portugal,6594
Abrigada,Lisbon,Portugal,3416
Algueirão,Lisbon,Portugal,66250
Alhandra,Lisbon,Portugal,7226
Beato António,Lisbon,Portugal,12737
Cacém,Lisbon,Portugal,93982
Camarate,Lisbon,Portugal,20177
Cascais,Lisbon,Portugal,36436
Estoril,Lisbon,Portugal,0
Linda-a-Velha,Lisbon,Portugal,20895
Mem Martins,Lisbon,Portugal,9000
Moita dos Ferreiros,Lisbon,Portugal,1671
Monte Estoril,Lisbon,Portugal,23375
Moscavide e Portela,Lisbon,Portugal,0
Olivais,Lisbon,Portugal,33788
Queluz,Lisbon,Portugal,103399
Sintra,Lisbon,Portugal,385606
Água de Pena,Madeira,Portugal,2434
Arco da Calheta,Madeira,Portugal,3241
Boaventura,Madeira,Portugal,1221
Camacha,Madeira,Portugal,7991
Câmara de Lobos,Madeira,Portugal,35666
Campanário,Madeira,Portugal,3987
Canhas,Madeira,Portugal,3769
Caniçal,Madeira,Portugal,3924
Curral das Freiras,Madeira,Portugal,1673
Estreito da Calheta,Madeira,Portugal,1630
Faial,Madeira,Portugal,1567
Fajã da Ovelha,Madeira,Portugal,895
Machico,Madeira,Portugal,12567
Nossa Senhora do Monte,Madeira,Portugal,7444
Ponta do Sol,Madeira,Portugal,4235
Porto da Cruz,Madeira,Portugal,2597
Porto Moniz,Madeira,Portugal,2711
Porto Santo,Madeira,Portugal,5483
Ribeira Brava,Madeira,Portugal,5932
Santa Cruz,Madeira,Portugal,6690
Santana,Madeira,Portugal,8804
São Jorge,Madeira,Portugal,1473
Alter do Chão,Portalegre,Portugal,3562
Castelo de Vide,Portalegre,Portugal,3407
Crato,Portalegre,Portugal,3708
Fronteira,Portalegre,Portugal,3410
Gavião,Portalegre,Portugal,3884
Marvão,Portalegre,Portugal,3512
Monforte,Portalegre,Portugal,3329
Montargil,Portalegre,Portugal,1931
Nisa,Portalegre,Portugal,7450
Ponte de Sor,Portalegre,Portugal,11062
Santo André,Portalegre,Portugal,11213
Sousel,Portalegre,Portugal,5074
Vale da Amoreira,Portalegre,Portugal,10828
Água Longa,Porto,Portugal,2207
Águas Santas,Porto,Portugal,27686
Aguçadoura,Porto,Portugal,4521
Alfena,Porto,Portugal,15211
Alpendurada,Porto,Portugal,8485
Amorim,Porto,Portugal,2856
Anta,Porto,Portugal,10951
Argivai,Porto,Portugal,2187
Árvore,Porto,Portugal,5196
Aver-o-Mar,Porto,Portugal,10501
Aves,Porto,Portugal,8507
Avintes,Porto,Portugal,10836
Azenha,Porto,Portugal,12260
Baguim do Monte,Porto,Portugal,15850
Balazar,Porto,Portugal,2543
Baltar,Porto,Portugal,4720
Barrosas,Porto,Portugal,5573
Beiriz de Baixo,Porto,Portugal,3229
Bougado,Porto,Portugal,21680
Campo,Porto,Portugal,8916
Canelas,Porto,Portugal,14247
Canidelo,Porto,Portugal,28054
Carvalhosa,Porto,Portugal,4514
Castelões de Cepeda,Porto,Portugal,8322
Ermesinde,Porto,Portugal,38798
Estela,Porto,Portugal,2596
Fânzeres,Porto,Portugal,23916
Ferreira,Porto,Portugal,4205
Figueiró,Porto,Portugal,4579
Foz do Sousa,Porto,Portugal,6315
Frazão,Porto,Portugal,4314
Freamunde,Porto,Portugal,7983
Gemunde,Porto,Portugal,5284
Gondomar,Porto,Portugal,164257
Grijó,Porto,Portugal,10907
Guifões,Porto,Portugal,9231
Gulpilhares,Porto,Portugal,10660
Jovim,Porto,Portugal,7067
Lavra,Porto,Portugal,9633
Leça da Palmeira,Porto,Portugal,17996
Leça do Bailio,Porto,Portugal,16103
Lustosa,Porto,Portugal,4686
Marco de Canaveses,Porto,Portugal,53450
Margaride,Porto,Portugal,10652
Meinedo,Porto,Portugal,4416
Melres,Porto,Portugal,10328
Milheirós,Porto,Portugal,4342
Mindelo,Porto,Portugal,3402
Moreira,Porto,Portugal,11336
Negrelos,Porto,Portugal,6664
Nogueira,Porto,Portugal,5473
Olival,Porto,Portugal,5715
Oliveira do Douro,Porto,Portugal,24407
Pedroso,Porto,Portugal,18963
Pedrouços,Porto,Portugal,12553
Perafita,Porto,Portugal,12538
Perozinho,Porto,Portugal,6259
Rebordões,Porto,Portugal,3130
Rebordosa,Porto,Portugal,11491
Recarei,Porto,Portugal,4856
Rio Mau,Porto,Portugal,2681
Rio Tinto,Porto,Portugal,50713
Sandim,Porto,Portugal,6449
Santa Cruz do Bispo,Porto,Portugal,6230
Santo Izidoro,Porto,Portugal,1495
Santo Tirso,Porto,Portugal,71530
São Félix da Marinha,Porto,Portugal,11685
São Mamede de Infesta,Porto,Portugal,25940
São Miguel do Couto,Porto,Portugal,5416
São Pedro da Cova,Porto,Portugal,17011
São Romão do Coronado,Porto,Portugal,8697
Senhora da Hora,Porto,Portugal,28930
Sermonde,Porto,Portugal,1360
Seroa,Porto,Portugal,3756
Sobrado,Porto,Portugal,6703
Telões,Porto,Portugal,4675
Trofa,Porto,Portugal,38999
Vairão,Porto,Portugal,2643
Valadares,Porto,Portugal,9255
Valbom,Porto,Portugal,14443
Vila Meã,Porto,Portugal,5000
Vila Nova da Telha,Porto,Portugal,5848
Vilar de Andorinho,Porto,Portugal,18003
Vilar do Paraíso,Porto,Portugal,14727
Vilarinho,Porto,Portugal,4177
Vizela,Porto,Portugal,4066
Alcanede,Santarém,Portugal,5020
Alcanhões,Santarém,Portugal,1344
Alferrarede,Santarém,Portugal,3654
Amiães de Baixo,Santarém,Portugal,1851
Azinhaga,Santarém,Portugal,1414
Bemfica,Santarém,Portugal,3067
Chamusca,Santarém,Portugal,10120
Constância,Santarém,Portugal,4056
Fátima,Santarém,Portugal,13212
Fazendas de Almeirim,Santarém,Portugal,6635
Ferreira do Zêzere,Santarém,Portugal,2314
Marinhais,Santarém,Portugal,5788
Minde,Santarém,Portugal,2908
Monsanto,Santarém,Portugal,50000
Montalvinho,Santarém,Portugal,1275
Montalvo,Santarém,Portugal,1239
Paialvo,Santarém,Portugal,2599
Pego,Santarém,Portugal,2431
Pinheiro Grande,Santarém,Portugal,1051
Poceirão,Santarém,Portugal,4225
Pontével,Santarém,Portugal,4360
Praia do Ribatejo,Santarém,Portugal,1448
Riachos,Santarém,Portugal,5420
Salvaterra de Magos,Santarém,Portugal,22159
Samora Correia,Santarém,Portugal,14154
Santa Margarida da Coutada,Santarém,Portugal,1601
São Miguel de Rio Torto,Santarém,Portugal,4881
São Vicente do Paul,Santarém,Portugal,2917
Sardoal,Santarém,Portugal,3939
Tramagal,Santarém,Portugal,3821
Vale de Figueira,Santarém,Portugal,2000
Vale de Santarém,Santarém,Portugal,2755
Vila Chã de Ourique,Santarém,Portugal,2469
Aldeia de Paio Pires,Setúbal,Portugal,12179
Alhos Vedros,Setúbal,Portugal,13384
Amora,Setúbal,Portugal,48629
Arrentela,Setúbal,Portugal,30156
Azeitão,Setúbal,Portugal,18877
Cacilhas,Setúbal,Portugal,6494
Caparica,Setúbal,Portugal,21167
Charneca de Caparica,Setúbal,Portugal,29763
Comporta,Setúbal,Portugal,1268
Corroios,Setúbal,Portugal,52520
Costa de Caparica,Setúbal,Portugal,14231
Grândola,Setúbal,Portugal,14826
Laranjeira,Setúbal,Portugal,20988
Lavradio,Setúbal,Portugal,21877
Montijo,Setúbal,Portugal,51222
Piedade,Setúbal,Portugal,19472
Pinhal Novo,Setúbal,Portugal,23510
Porto Covo,Setúbal,Portugal,1400
Pragal,Setúbal,Portugal,7701
Quinta do Anjo,Setúbal,Portugal,9124
Quinta Do Conde,Setúbal,Portugal,28089
Rosairinho,Setúbal,Portugal,2377
Samouco,Setúbal,Portugal,3344
Santo António da Charneca,Setúbal,Portugal,11143
Sarilhos Pequenos,Setúbal,Portugal,2049
Sesimbra,Setúbal,Portugal,52465
Sobreda,Setúbal,Portugal,11146
Trafaria,Setúbal,Portugal,5603
Arcos de Valdevez,Viana do Castelo,Portugal,22847
Caminha,Viana do Castelo,Portugal,16684
Melgaço,Viana do Castelo,Portugal,9213
Monção,Viana do Castelo,Portugal,19230
Ponte da Barca,Viana do Castelo,Portugal,12061
Valença,Viana do Castelo,Portugal,14127
Alijó,Vila Real,Portugal,11942
Favaios,Vila Real,Portugal,937
Godim,Vila Real,Portugal,4919
Peso da Régua,Vila Real,Portugal,17131
Sobreira,Vila Real,Portugal,4219
Valpaços,Vila Real,Portugal,16882
Vilela,Vila Real,Portugal,4739
Abraveses,Viseu,Portugal,9319
Cabanas de Viriato,Viseu,Portugal,1533
Campo de Besteiros,Viseu,Portugal,1318
Canas de Senhorim,Viseu,Portugal,3509
Cinfães,Viseu,Portugal,3080
Ervedosa do Douro,Viseu,Portugal,1294
Mortágua,Viseu,Portugal,9607
Penalva do Castelo,Viseu,Portugal,7956
Rio de Loba,Viseu,Portugal,9529
São João de Areias,Viseu,Portugal,1939
Sátão,Viseu,Portugal,12444
Tarouca,Viseu,Portugal,8048
Treixedo,Viseu,Portugal,1104
Arroyo,Arroyo,Puerto Rico,0
Barceloneta,Barceloneta,Puerto Rico,0
Ceiba,Ceiba,Puerto Rico,0
Corozal,Corozal,Puerto Rico,0
Dorado,Dorado,Puerto Rico,0
Florida,Florida,Puerto Rico,0
Hatillo,Hatillo,Puerto Rico,2325
Isabela,Isabela,Puerto Rico,0
Lares,Lares,Puerto Rico,0
Las Marías,Las Marías,Puerto Rico,0
Manatí,Manatí,Puerto Rico,0
Río Grande,Río Grande,Puerto Rico,0
Salinas,Salinas,Puerto Rico,0
San Sebastián,San Sebastián,Puerto Rico,0
Toa Baja,Toa Baja,Puerto Rico,2705
Vieques,Vieques,Puerto Rico,0
Villalba,Villalba,Puerto Rico,2377
Al Ghuwayrīyah,Al Khor,Qatar,2332
Umm Bāb,Al Rayyan,Qatar,2500
Al Wukayr,Al Wakrah,Qatar,5146
Musay‘īd,Al Wakrah,Qatar,5769
Al Jumaylīyah,Al-Shahaniya,Qatar,1788
Dukhān,Al-Shahaniya,Qatar,7250
Ar Ruways,Madinat ash Shamal,Qatar,3334
Fuwayriţ,Madinat ash Shamal,Qatar,1333
Umm Şalāl Muḩammad,Umm Salal,Qatar,29391
Bras-Panon,Saint-Benoît,Reunion,0
La Plaine-des-Palmistes,Saint-Benoît,Reunion,0
Saint-André,Saint-Benoît,Reunion,0
Saint-Benoît,Saint-Benoît,Reunion,0
Sainte-Rose,Saint-Benoît,Reunion,0
Salazie,Saint-Benoît,Reunion,0
Sainte-Marie,Saint-Denis,Reunion,0
Sainte-Suzanne,Saint-Denis,Reunion,0
La Possession,Saint-Paul,Reunion,0
Le Port,Saint-Paul,Reunion,0
Les Trois-Bassins,Saint-Paul,Reunion,0
Saint-Leu,Saint-Paul,Reunion,0
Saint-Paul,Saint-Paul,Reunion,0
Cilaos,Saint-Pierre,Reunion,0
Entre-Deux,Saint-Pierre,Reunion,0
Les Avirons,Saint-Pierre,Reunion,0
Petite-Île,Saint-Pierre,Reunion,0
Saint-Joseph,Saint-Pierre,Reunion,0
Saint-Louis,Saint-Pierre,Reunion,11434
Saint-Philippe,Saint-Pierre,Reunion,0
Aiudul de Sus,Alba,Romania,2046
Bălcaciu,Alba,Romania,1299
Bărăbanț,Alba,Romania,2604
Biia,Alba,Romania,1414
Blideşti,Alba,Romania,3776
Cergău Mare,Alba,Romania,1032
Cergău Mic,Alba,Romania,266
Ciumbrud,Alba,Romania,1504
Comuna Bucerdea-Grânoasă,Alba,Romania,0
Comuna Bucium,Alba,Romania,0
Comuna Câlnic,Alba,Romania,0
Comuna Cergău,Alba,Romania,0
Comuna Ceru-Băcăinţi,Alba,Romania,0
Comuna Cetatea de Baltă,Alba,Romania,785
Comuna Galda de Jos,Alba,Romania,0
Comuna Lopadea Nouă,Alba,Romania,0
Comuna Mirăslău,Alba,Romania,0
Comuna Noşlac,Alba,Romania,532
Comuna Pianu,Alba,Romania,0
Comuna Poşaga,Alba,Romania,0
Comuna Rădeşti,Alba,Romania,0
Comuna Roşia de Secaş,Alba,Romania,0
Comuna Sălciua,Alba,Romania,0
Comuna Sãliştea,Alba,Romania,0
Comuna Scărişoara,Alba,Romania,0
Comuna Sohodol,Alba,Romania,0
Comuna Şpring,Alba,Romania,0
Comuna Stremţ,Alba,Romania,0
Comuna Unirea,Alba,Romania,727
Comuna Valea Lungă,Alba,Romania,0
Comuna Vidra,Alba,Romania,0
Comuna Vinţu de Jos,Alba,Romania,0
Dobra,Alba,Romania,1096
Feisa,Alba,Romania,1026
Feneș,Alba,Romania,1163
Ighiel,Alba,Romania,883
Izvoarele,Alba,Romania,2078
Lancrăm,Alba,Romania,1530
Micești,Alba,Romania,1420
Municipiul Aiud,Alba,Romania,0
Oarda,Alba,Romania,2357
Oraş Baia de Arieş,Alba,Romania,0
Oraş Teiuş,Alba,Romania,0
Petrești,Alba,Romania,5085
Pianu de Jos,Alba,Romania,1227
Pianu de Sus,Alba,Romania,3308
Poienile-Mogoş,Alba,Romania,1087
Poşaga de Sus,Alba,Romania,1366
Războieni-Cetate,Alba,Romania,1508
Sălciua de Sus,Alba,Romania,1747
Săliștea,Alba,Romania,1272
Săliştea-Deal,Alba,Romania,2328
Sâncrai,Alba,Romania,1023
Șard,Alba,Romania,1861
Sebeșel,Alba,Romania,1277
Țelna,Alba,Romania,1222
Tiur,Alba,Romania,1765
Uioara de Jos,Alba,Romania,1345
Veseuș,Alba,Romania,1028
Vinerea,Alba,Romania,2052
Vurpăr,Alba,Romania,5215
Adea,Arad,Romania,959
Agrișu Mare,Arad,Romania,1190
Andrei Șaguna,Arad,Romania,1824
Caporal Alexa,Arad,Romania,1296
Chereluș,Arad,Romania,899
Chesinț,Arad,Romania,999
Chier,Arad,Romania,1095
Chişineu-Criş,Arad,Romania,7212
Cintei,Arad,Romania,1275
Comuna Bârsa,Arad,Romania,0
Comuna Bocsig,Arad,Romania,0
Comuna Cărand,Arad,Romania,0
Comuna Cermei,Arad,Romania,0
Comuna Chisindia,Arad,Romania,0
Comuna Păuliş,Arad,Romania,0
Comuna Săvârşin,Arad,Romania,0
Comuna Secusigiu,Arad,Romania,0
Comuna Şiria,Arad,Romania,0
Comuna Şiştarovăţ,Arad,Romania,0
Comuna Vinga,Arad,Romania,0
Comuna Zărand,Arad,Romania,0
Comuna Zerind,Arad,Romania,0
Cuvin,Arad,Romania,1543
Dorgoş,Arad,Romania,1368
Drauț,Arad,Romania,1100
Galșa,Arad,Romania,2206
Gurba,Arad,Romania,1350
Horia,Arad,Romania,2205
Măderat,Arad,Romania,1332
Mailat,Arad,Romania,1133
Mănăștur,Arad,Romania,1097
Mândruloc,Arad,Romania,1364
Mâsca,Arad,Romania,832
Nadab,Arad,Romania,1749
Nadăș,Arad,Romania,1027
Neudorf,Arad,Romania,864
Oraş Chişineu-Criş,Arad,Romania,0
Oraş Ineu,Arad,Romania,0
Oraş Pâncota,Arad,Romania,0
Oraş Sântana,Arad,Romania,0
Oraş Sebiş,Arad,Romania,0
Peregu Mic,Arad,Romania,1047
Sâmbăteni,Arad,Romania,2083
Sânmartin,Arad,Romania,1767
Sânpetru German,Arad,Romania,1912
Satu Mare,Arad,Romania,1005
Șiclău,Arad,Romania,989
Țipar,Arad,Romania,1271
Turnu,Arad,Romania,1055
Vânători,Arad,Romania,1180
Albeştii Pământeni,Arges,Romania,5815
Albeștii Ungureni,Arges,Romania,2017
Albota de Jos,Arges,Romania,3866
Arefu,Arges,Romania,1300
Argeșelu,Arges,Romania,1501
Bădești,Arges,Romania,1530
Băjești,Arges,Romania,1260
Bărăști,Arges,Romania,1099
Bârlogu,Arges,Romania,1193
Beleţi,Arges,Romania,1974
Bucșenești,Arges,Romania,1058
Bucșenești-Lotași,Arges,Romania,1185
Budeasa Mică,Arges,Romania,3789
Căpățânenii Pământeni,Arges,Romania,544
Capu Piscului,Arges,Romania,1139
Ciulnița,Arges,Romania,1049
Colibași,Arges,Romania,1928
Comuna Albota,Arges,Romania,0
Comuna Arefu,Arges,Romania,0
Comuna Bălileşti,Arges,Romania,1260
Comuna Bârla,Arges,Romania,850
Comuna Başcov,Arges,Romania,812
Comuna Beleţi-Negreşti,Arges,Romania,0
Comuna Berevoeşti,Arges,Romania,0
Comuna Boteni,Arges,Romania,0
Comuna Budeasa,Arges,Romania,0
Comuna Călineşti,Arges,Romania,0
Comuna Căteasca,Arges,Romania,709
Comuna Cepari,Arges,Romania,0
Comuna Cetăţeni,Arges,Romania,0
Comuna Ciofrângeni,Arges,Romania,0
Comuna Ciomăgeşti,Arges,Romania,0
Comuna Corbeni,Arges,Romania,0
Comuna Corbi,Arges,Romania,0
Comuna Dobreşti,Arges,Romania,0
Comuna Domneşti,Arges,Romania,1860
Comuna Drăganu,Arges,Romania,0
Comuna Dragoslavele,Arges,Romania,2474
Comuna Leordeni,Arges,Romania,1062
Comuna Mălureni,Arges,Romania,0
Comuna Miceşti,Arges,Romania,0
Comuna Mioarele,Arges,Romania,0
Comuna Moşoaia,Arges,Romania,0
Comuna Pietroşani,Arges,Romania,0
Comuna Poiana Lacului,Arges,Romania,0
Comuna Priboieni,Arges,Romania,526
Comuna Răteşti,Arges,Romania,0
Comuna Săpata,Arges,Romania,0
Comuna Stâlpeni,Arges,Romania,0
Comuna Stolnici,Arges,Romania,0
Comuna Teiu,Arges,Romania,0
Comuna Tigveni,Arges,Romania,937
Comuna Țițești,Arges,Romania,0
Comuna Valea Danului,Arges,Romania,0
Conțești,Arges,Romania,1464
Cornățel,Arges,Romania,1112
Cotenești,Arges,Romania,1103
Dobrotu,Arges,Romania,828
Drăganu-Olteni,Arges,Romania,1962
Drăghici,Arges,Romania,1184
Dragoslavele,Arges,Romania,2474
Făgetu,Arges,Romania,926
Gălășești,Arges,Romania,966
Geamăna,Arges,Romania,1306
Golești,Arges,Romania,1073
Gorganu,Arges,Romania,975
Humele,Arges,Romania,1077
Izvoru de Sus,Arges,Romania,2641
Jugur,Arges,Romania,1345
Jupânești,Arges,Romania,1123
Lăzărești,Arges,Romania,2067
Leicești,Arges,Romania,845
Livezeni,Arges,Romania,1370
Mareș,Arges,Romania,911
Mățău,Arges,Romania,1105
Municipiul Piteşti,Arges,Romania,1501
Oarja Sat,Arges,Romania,2851
Oeștii Pământeni,Arges,Romania,1498
Oraș Mioveni,Arges,Romania,0
Oraș Ştefăneşti,Arges,Romania,0
Pătuleni,Arges,Romania,904
Poienari,Arges,Romania,679
Priboieni,Arges,Romania,544
Purcăreni,Arges,Romania,1341
Racovița,Arges,Romania,1596
Rădești,Arges,Romania,1400
Retevoiești,Arges,Romania,1521
Șerbănești,Arges,Romania,1241
Șerboeni,Arges,Romania,1619
Slănic,Arges,Romania,1114
Strâmbeni,Arges,Romania,1265
Stroești,Arges,Romania,1190
Surdulești,Arges,Romania,1208
Toplița,Arges,Romania,1088
Tutana,Arges,Romania,1474
Valea Mare-Podgoria,Arges,Romania,3102
Valea Popii,Arges,Romania,1123
Văleni-Podgoria,Arges,Romania,998
Voinești,Arges,Romania,1895
Vrănești,Arges,Romania,1142
Apa Asău,Bacău,Romania,1192
Arini,Bacău,Romania,1410
Băcioiu,Bacău,Romania,2285
Barați,Bacău,Romania,1503
Berești,Bacău,Romania,1435
Bijghir,Bacău,Romania,2371
Bolătău,Bacău,Romania,1098
Bolovăniș,Bacău,Romania,862
Brătești,Bacău,Romania,1249
Brătila,Bacău,Romania,2092
Bucșești,Bacău,Romania,1238
Buda,Bacău,Romania,2060
Caraclău,Bacău,Romania,1019
Cârligi,Bacău,Romania,937
Cernu,Bacău,Romania,1268
Cireșoaia,Bacău,Romania,1811
Ciugheș,Bacău,Romania,2040
Comuna Agăş,Bacău,Romania,0
Comuna Asău,Bacău,Romania,1579
Comuna Bereşti-Bistriţa,Bacău,Romania,0
Comuna Berzunţi,Bacău,Romania,0
Comuna Buciumi,Bacău,Romania,1204
Comuna Cleja,Bacău,Romania,0
Comuna Corbasca,Bacău,Romania,0
Comuna Dămieneşti,Bacău,Romania,0
Comuna Dealu Morii,Bacău,Romania,0
Comuna Gârleni,Bacău,Romania,0
Comuna Ghimeş-Făget,Bacău,Romania,1064
Comuna Helegiu,Bacău,Romania,0
Comuna Horgeşti,Bacău,Romania,0
Comuna Livezi,Bacău,Romania,0
Comuna Măgireşti,Bacău,Romania,0
Comuna Măgura,Bacău,Romania,0
Comuna Mărgineni,Bacău,Romania,0
Comuna Nicolae Bălcescu,Bacău,Romania,0
Comuna Oituz,Bacău,Romania,0
Comuna Pănceşti,Bacău,Romania,672
Comuna Parincea,Bacău,Romania,0
Comuna Poduri,Bacău,Romania,0
Comuna Racova,Bacău,Romania,0
Comuna Roşiori,Bacău,Romania,0
Comuna Sănduleni,Bacău,Romania,1033
Comuna Scorţeni,Bacău,Romania,0
Comuna Solonţ,Bacău,Romania,0
Cotumba,Bacău,Romania,1451
Cucuieți,Bacău,Romania,2296
Deleni,Bacău,Romania,1890
Dragomir,Bacău,Romania,1957
Drăgugești,Bacău,Romania,2284
Dumbrava,Bacău,Romania,1308
Făget,Bacău,Romania,1612
Ferestrău-Oituz,Bacău,Romania,1036
Frumoasa,Bacău,Romania,3550
Frumușelu,Bacău,Romania,1258
Fundu Răcăciuni,Bacău,Romania,1613
Galbeni,Bacău,Romania,1309
Gârleni,Bacău,Romania,1747
Găzărie,Bacău,Romania,1024
Gheorghe Doja,Bacău,Romania,1057
Ghimeș,Bacău,Romania,1264
Gioseni,Bacău,Romania,3427
Hăghiac,Bacău,Romania,1471
Holt,Bacău,Romania,1245
Lăpoș,Bacău,Romania,1455
Larga,Bacău,Romania,1295
Lespezi,Bacău,Romania,2108
Lilieci,Bacău,Romania,1627
Ludași,Bacău,Romania,1027
Măgura,Bacău,Romania,3936
Mărgineni-Munteni,Bacău,Romania,8033
Onesti,Bacău,Romania,34005
Oraş Buhuşi,Bacău,Romania,0
Oraş Comãneşti,Bacău,Romania,0
Oraş Dãrmãneşti,Bacău,Romania,0
Oraş Slãnic-Moldova,Bacău,Romania,0
Oraş Târgu Ocna,Bacău,Romania,0
Orășa,Bacău,Romania,1033
Osebiți,Bacău,Romania,2036
Plopu,Bacău,Romania,1132
Poiana,Bacău,Romania,1558
Prohozești,Bacău,Romania,1018
Pustiana,Bacău,Romania,2070
Răcăuți,Bacău,Romania,1204
Sascut-Sat,Bacău,Romania,2178
Satu Nou,Bacău,Romania,1699
Schitu Frumoasa,Bacău,Romania,2057
Scurta,Bacău,Romania,1758
Slobozia,Bacău,Romania,1774
Somușca,Bacău,Romania,1666
Ștefan Vodă,Bacău,Romania,1108
Straja,Bacău,Romania,1316
Turluianu,Bacău,Romania,1415
Tuta,Bacău,Romania,2155
Valea Arinilor,Bacău,Romania,1276
Valea lui Ion,Bacău,Romania,1287
Valea Șoșii,Bacău,Romania,1181
Verșești,Bacău,Romania,1029
Viișoara,Bacău,Romania,1171
Albiș,Bihor,Romania,1059
Alparea,Bihor,Romania,1010
Bălnaca,Bihor,Romania,943
Beznea,Bihor,Romania,1341
Bistra,Bihor,Romania,1088
Bogei,Bihor,Romania,1587
Burzuc,Bihor,Romania,1166
Cadea,Bihor,Romania,971
Călacea,Bihor,Romania,1175
Câmpani de Pomezeu,Bihor,Romania,2608
Căpâlna,Bihor,Romania,1975
Cheșereu,Bihor,Romania,964
Cheț,Bihor,Romania,1084
Ciutelec,Bihor,Romania,1008
Comuna Abram,Bihor,Romania,0
Comuna Balc,Bihor,Romania,0
Comuna Biharia,Bihor,Romania,0
Comuna Borod,Bihor,Romania,0
Comuna Budureasa,Bihor,Romania,0
Comuna Buduslău,Bihor,Romania,0
Comuna Bulz,Bihor,Romania,0
Comuna Bunteşti,Bihor,Romania,680
Comuna Cãpâlna,Bihor,Romania,0
Comuna Cefa,Bihor,Romania,0
